Province,Centre,Zone,Neighbourhood,Dwelling Type ,Bachelor ,1 Bedroom,2 Bedroom,3 Bedroom +,Total ,Year
Que,Montréal,Baie-d'Urfé/Beaconsfield etc.,Pointe-Claire,Row,0.0,0.0,1138.0,1508.0,1342.0,2018
Que,Montréal,Baie-d'Urfé/Beaconsfield etc.,Pointe-Claire,Apt & Other,735.0,1056.0,1193.0,1229.0,1126.0,2018
Que,Montréal,Baie-d'Urfé/Beaconsfield etc.,Beaconsfield-Kirkland,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Baie-d'Urfé/Beaconsfield etc.,Beaconsfield-Kirkland,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Baie-d'Urfé/Beaconsfield etc.,Ste-Anne-de-Bellevue/Baie-d'Urfé,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Baie-d'Urfé/Beaconsfield etc.,Ste-Anne-de-Bellevue/Baie-d'Urfé,Apt & Other,536.0,680.0,781.0,965.0,739.0,2018
Que,Montréal,Sainte-Geneviève/Senneville etc.,Dollard-des-Ormeaux,Row,0.0,0.0,1040.0,1240.0,1141.0,2018
Que,Montréal,Sainte-Geneviève/Senneville etc.,Dollard-des-Ormeaux,Apt & Other,571.0,760.0,887.0,1067.0,853.0,2018
Que,Montréal,Sainte-Geneviève/Senneville etc.,Senneville/Roxboro-Pierrefonds,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Sainte-Geneviève/Senneville etc.,Senneville/Roxboro-Pierrefonds,Apt & Other,607.0,748.0,862.0,952.0,828.0,2018
Que,Montréal,Sainte-Geneviève/Senneville etc.,L'Île-Bizard/Sainte-Geneviève,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Sainte-Geneviève/Senneville etc.,L'Île-Bizard/Sainte-Geneviève,Apt & Other,510.0,620.0,730.0,0.0,705.0,2018
Que,Montréal,Mercier,Mercier,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Mercier,Mercier,Apt & Other,600.0,608.0,712.0,1033.0,735.0,2018
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Montréal-Est,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Montréal-Est,Apt & Other,0.0,0.0,0.0,0.0,732.0,2018
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Pointe-aux-Trembles,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Pointe-aux-Trembles,Apt & Other,562.0,601.0,707.0,868.0,708.0,2018
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Rivière-des-Prairies,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Rivière-des-Prairies,Apt & Other,0.0,574.0,752.0,813.0,739.0,2018
Que,Montréal,Chomedey/Sainte-Dorothée,Sainte-Dorothée,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Chomedey/Sainte-Dorothée,Sainte-Dorothée,Apt & Other,0.0,692.0,801.0,1050.0,867.0,2018
Que,Montréal,Chomedey/Sainte-Dorothée,Chomedey,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Chomedey/Sainte-Dorothée,Chomedey,Apt & Other,628.0,785.0,883.0,1220.0,888.0,2018
Que,Montréal,Laval-des-Rapides,Laval-des-Rapides,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Laval-des-Rapides,Laval-des-Rapides,Apt & Other,592.0,620.0,729.0,851.0,709.0,2018
Que,Montréal,Pont-Viau,Pont-Viau,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Pont-Viau,Pont-Viau,Apt & Other,773.0,798.0,731.0,776.0,762.0,2018
Que,Montréal,St-François/St-Vincent/Duvernay,Duvernay,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,St-François/St-Vincent/Duvernay,Duvernay,Apt & Other,0.0,0.0,762.0,0.0,740.0,2018
Que,Montréal,St-François/St-Vincent/Duvernay,Saint-Vincent-de-Paul,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,St-François/St-Vincent/Duvernay,Saint-Vincent-de-Paul,Apt & Other,541.0,685.0,707.0,753.0,701.0,2018
Que,Montréal,St-François/St-Vincent/Duvernay,Saint-François,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,St-François/St-Vincent/Duvernay,Saint-François,Apt & Other,0.0,608.0,682.0,819.0,723.0,2018
Que,Montréal,Vimont/Auteuil,Vimont,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Vimont/Auteuil,Vimont,Apt & Other,0.0,613.0,748.0,1028.0,748.0,2018
Que,Montréal,Vimont/Auteuil,Auteuil,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Vimont/Auteuil,Auteuil,Apt & Other,0.0,819.0,786.0,0.0,803.0,2018
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Sainte-Rose,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Sainte-Rose,Apt & Other,538.0,613.0,755.0,912.0,756.0,2018
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Fabreville,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Fabreville,Apt & Other,0.0,683.0,773.0,831.0,777.0,2018
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Laval-Ouest,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Laval-Ouest,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Deux-Montagnes,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Deux-Montagnes,Apt & Other,0.0,686.0,765.0,865.0,784.0,2018
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Sainte-Marthe-sur-le-Lac,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Sainte-Marthe-sur-le-Lac,Apt & Other,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Saint-Eustache,Row,0.0,0.0,0.0,0.0,0.0,2018
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Saint-Eustache,Apt & Other,538.0,679.0,719.0,781.0,719.0,2018
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,St-Joseph-du-Lac/Pte-Calumet/Oka,Row,0.0,0.0,0.0,0.0,0.0,2018
