Province,Centre,Zone,Neighbourhood,Dwelling Type ,Bachelor ,1 Bedroom,2 Bedroom,3 Bedroom +,Total ,Year
Que,Montréal,Anjou/Saint-Léonard,Anjou,Apt & Other,572.0,705.0,792.0,897.0,787.0,2020
Que,Montréal,Montréal-Nord,Montréal-Nord,Row,,,,,,2020
Que,Montréal,Montréal-Nord,Montréal-Nord,Apt & Other,543.0,647.0,699.0,,733.0,2020
Que,Montréal,Ahuntsic/Cartierville,Ahuntsic,Row,,,,,,2020
Que,Montréal,Ahuntsic/Cartierville,Ahuntsic,Apt & Other,520.0,718.0,813.0,1079.0,783.0,2020
Que,Montréal,Ahuntsic/Cartierville,Cartierville,Row,,,,,,2020
Que,Montréal,Ahuntsic/Cartierville,Cartierville,Apt & Other,548.0,697.0,793.0,,738.0,2020
Que,Montréal,Saint-Laurent,Saint-Laurent,Row,,,,,,2020
Que,Montréal,Saint-Laurent,Saint-Laurent,Apt & Other,657.0,783.0,908.0,1046.0,870.0,2020
Que,Montréal,Dorval/Lachine/Saint-Pierre,Lachine,Row,,,,,,2020
Que,Montréal,Dorval/Lachine/Saint-Pierre,Lachine,Apt & Other,583.0,683.0,797.0,1113.0,811.0,2020
Que,Montréal,Dorval/Lachine/Saint-Pierre,Dorval/Île-Dorval,Row,,,,,,2020
Que,Montréal,Dorval/Lachine/Saint-Pierre,Dorval/Île-Dorval,Apt & Other,621.0,796.0,951.0,1218.0,869.0,2020
Que,Montréal,Baie-d'Urfé/Beaconsfield etc.,Pointe-Claire,Row,,,,,,2020
Que,Montréal,Baie-d'Urfé/Beaconsfield etc.,Pointe-Claire,Apt & Other,698.0,1244.0,1449.0,1553.0,1375.0,2020
Que,Montréal,Baie-d'Urfé/Beaconsfield etc.,Beaconsfield-Kirkland,Row,,,,,,2020
Que,Montréal,Baie-d'Urfé/Beaconsfield etc.,Beaconsfield-Kirkland,Apt & Other,,,1213.0,1251.0,1222.0,2020
Que,Montréal,Baie-d'Urfé/Beaconsfield etc.,Ste-Anne-de-Bellevue/Baie-d'Urfé,Row,,,,,,2020
Que,Montréal,Baie-d'Urfé/Beaconsfield etc.,Ste-Anne-de-Bellevue/Baie-d'Urfé,Apt & Other,592.0,768.0,911.0,1056.0,844.0,2020
Que,Montréal,Sainte-Geneviève/Senneville etc.,Dollard-des-Ormeaux,Row,,,1135.0,1269.0,1226.0,2020
Que,Montréal,Sainte-Geneviève/Senneville etc.,Dollard-des-Ormeaux,Apt & Other,606.0,801.0,878.0,920.0,819.0,2020
Que,Montréal,Sainte-Geneviève/Senneville etc.,Senneville/Roxboro-Pierrefonds,Row,,,,,,2020
Que,Montréal,Sainte-Geneviève/Senneville etc.,Senneville/Roxboro-Pierrefonds,Apt & Other,625.0,766.0,876.0,1095.0,861.0,2020
Que,Montréal,Sainte-Geneviève/Senneville etc.,L'Île-Bizard/Sainte-Geneviève,Row,,,,,,2020
Que,Montréal,Sainte-Geneviève/Senneville etc.,L'Île-Bizard/Sainte-Geneviève,Apt & Other,576.0,624.0,757.0,,742.0,2020
Que,Montréal,Mercier,Mercier,Row,,,,,,2020
Que,Montréal,Mercier,Mercier,Apt & Other,611.0,654.0,808.0,1047.0,791.0,2020
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Montréal-Est,Row,,,,,,2020
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Montréal-Est,Apt & Other,,615.0,890.0,959.0,805.0,2020
